Matrix rc_dimension lower_bandwidth upper_bandwidth max_bandwidth average_bandwidth max_column_length min_column_length max_row_length min_row_length zero_column_number zero_row_number diag_domi_column_percentage diag_domi_row_percentage Frobenius_norm sym_part_Frobenius_norm nonsym_part_Frobenius_norm matching_elements_number relative_sym_match average_dist_of_a standard_deviation nonzero_number_in_skyline nonzero_number_of_lower_part nonzero_number_of_upper_part nonzero_number_of_maindiag
can_292 60.0 56.0 0.0 57.0 21.216666666666665 8.0 1.0 47.0 -55.0 0.0 9.0 0.31666666666666665 0.31666666666666665 15.165750888103101 12.041594578792296 9.219544457292887 60.0 0.260869562625885 10.217391304347826 15.01870289582186 1273.0 0.0 170.0 60.0
can_445 60.0 31.0 0.0 32.0 14.366666666666667 6.0 1.0 14.0 -30.0 0.0 11.0 0.25 0.25 15.84297951775486 12.469963913339926 9.772410142846033 60.0 0.23904383182525635 8.752988047808765 7.981224296483176 862.0 0.0 191.0 60.0
can_61 60.0 49.0 0.0 50.0 26.083333333333332 8.0 1.0 14.0 -37.0 0.0 5.0 0.11666666666666667 0.25 17.435595774162696 13.490737563232042 11.045361017187263 60.0 0.19736842811107635 15.625 15.91354624046345 1565.0 0.0 244.0 60.0
can_62 60.0 48.0 0.0 49.0 6.866666666666666 4.0 1.0 47.0 -47.0 0.0 22.0 0.7166666666666667 0.6333333333333333 11.61895003862225 9.874208829065749 6.123724356957945 60.0 0.4444444477558136 3.2 7.340198806471015 412.0 0.0 75.0 60.0
can_634 60.0 31.0 0.0 32.0 14.366666666666667 6.0 1.0 14.0 -30.0 0.0 11.0 0.25 0.25 15.84297951775486 12.469963913339926 9.772410142846033 60.0 0.23904383182525635 8.752988047808765 7.981224296483176 862.0 0.0 191.0 60.0
can_715 60.0 31.0 0.0 32.0 13.45 6.0 1.0 23.0 -24.0 0.0 14.0 0.26666666666666666 0.25 15.066519173319364 11.979148550710939 9.137833441248533 60.0 0.26431718468666077 8.251101321585903 8.88514258180391 807.0 0.0 167.0 60.0
can_73 60.0 39.0 0.0 40.0 10.933333333333334 6.0 1.0 14.0 -38.0 0.0 17.0 0.75 0.7166666666666667 12.68857754044952 10.51189802081432 7.106335201775948 60.0 0.3726707994937897 6.62111801242236 9.380794506988538 656.0 0.0 101.0 60.0
can_838 60.0 32.0 0.0 33.0 14.183333333333334 5.0 1.0 15.0 -16.0 0.0 15.0 0.25 0.3 14.317821063276353 11.510864433221338 8.514693182963201 60.0 0.2926829159259796 7.351219512195122 8.10742273418864 851.0 0.0 145.0 60.0
can_96 60.0 31.0 0.0 32.0 14.366666666666667 6.0 1.0 14.0 -30.0 0.0 11.0 0.25 0.25 15.84297951775486 12.469963913339926 9.772410142846033 60.0 0.23904383182525635 8.752988047808765 7.981224296483176 862.0 0.0 191.0 60.0
cavity01 60.0 31.0 31.0 47.0 28.45 27.0 8.0 1.0 -35.0 0.0 2.0 0.4 0.5166666666666667 36.53592431336349 36.18742150676634 5.034311285910861 602.0 0.6600877046585083 10.211622807017545 7.855615713850213 1815.0 472.0 388.0 52.0
cavity03 60.0 31.0 31.0 47.0 28.45 27.0 8.0 1.0 -35.0 0.0 2.0 0.06666666666666667 0.38333333333333336 59.10278920487635 39.860323402892675 43.638220747560894 602.0 0.6586433053016663 10.195842450765864 7.854805509093242 1815.0 473.0 389.0 52.0
cavity05 60.0 31.0 31.0 47.0 28.45 27.0 8.0 1.0 -35.0 0.0 2.0 0.4 0.5166666666666667 36.52622683652533 36.18667435996706 4.968887770820186 596.0 0.6556655764579773 10.222222222222221 7.866817075750057 1815.0 471.0 386.0 52.0
cavity07 60.0 31.0 31.0 47.0 28.45 27.0 8.0 1.0 -35.0 0.0 2.0 0.3333333333333333 0.5 36.90654592275916 36.21985093394888 7.0862917150830835 602.0 0.6572052240371704 10.18231441048035 7.851553506160301 1815.0 475.0 389.0 52.0
cavity09 60.0 31.0 31.0 47.0 28.45 27.0 8.0 1.0 -35.0 0.0 2.0 0.16666666666666666 0.4 40.541415715284735 36.78659175369706 17.03974927475061 602.0 0.6572052240371704 10.18231441048035 7.851553506160301 1815.0 475.0 389.0 52.0
cavity10 60.0 31.0 31.0 47.0 28.433333333333334 27.0 8.0 2.0 -35.0 0.0 2.0 0.4 0.5166666666666667 36.524430724930475 36.186535997755826 4.956677542807078 598.0 0.6593164205551147 10.231532524807056 7.872003773284463 1814.0 468.0 387.0 52.0
cavity12 60.0 31.0 31.0 47.0 28.45 27.0 8.0 1.0 -35.0 0.0 2.0 0.4 0.5166666666666667 36.53343372253427 36.18405285858882 5.04044623874282 600.0 0.6593406796455383 10.216483516483516 7.864117476125315 1815.0 470.0 388.0 52.0
cavity14 60.0 31.0 31.0 47.0 28.45 27.0 8.0 1.0 -35.0 0.0 2.0 0.38333333333333336 0.5166666666666667 36.631852900643466 36.20002738837531 5.608089158996986 600.0 0.6593406796455383 10.216483516483516 7.864117476125315 1815.0 470.0 388.0 52.0
cavity16 60.0 31.0 31.0 47.0 28.45 27.0 8.0 2.0 -35.0 0.0 2.0 0.4 0.5166666666666667 36.523802065005114 36.18648757085687 4.9523968508080305 598.0 0.655701756477356 10.205043859649123 7.861231823801531 1815.0 473.0 387.0 52.0
cavity18 60.0 31.0 31.0 47.0 28.45 27.0 8.0 1.0 -35.0 0.0 2.0 0.4 0.5166666666666667 36.52330026063994 36.18598049678218 4.9524011767386575 602.0 0.6572052240371704 10.18231441048035 7.851553506160301 1815.0 475.0 389.0 52.0
cavity20 60.0 31.0 31.0 47.0 28.45 27.0 8.0 1.0 -35.0 0.0 2.0 0.4 0.5166666666666667 36.523201064267404 36.185326939457696 4.956443308004208 602.0 0.6572052240371704 10.18231441048035 7.851553506160301 1815.0 475.0 389.0 52.0
cavity22 60.0 31.0 31.0 47.0 28.45 27.0 8.0 1.0 -35.0 0.0 2.0 0.4 0.5166666666666667 36.52429399679975 36.185144648987794 4.965819035817933 602.0 0.6572052240371704 10.18231441048035 7.851553506160301 1815.0 475.0 389.0 52.0
cavity24 60.0 31.0 31.0 47.0 28.45 27.0 8.0 1.0 -35.0 0.0 2.0 0.4 0.5166666666666667 36.52682866044091 36.185770200405 4.979884234868162 602.0 0.6572052240371704 10.18231441048035 7.851553506160301 1815.0 475.0 389.0 52.0
cavity26 60.0 31.0 31.0 47.0 28.45 27.0 8.0 1.0 -35.0 0.0 2.0 0.4 0.5166666666666667 36.53156487777249 36.18738380659279 5.002847754354249 602.0 0.6572052240371704 10.18231441048035 7.851553506160301 1815.0 475.0 389.0 52.0
cdde1 60.0 31.0 31.0 33.0 31.95 4.0 2.0 30.0 -31.0 0.0 15.0 1.0 1.0 33.47131372030512 33.46623669331653 0.582961190818051 234.0 1.0 8.179487179487179 13.106803468920733 1918.0 87.0 87.0 60.0
cdde2 60.0 31.0 31.0 33.0 31.95 4.0 2.0 30.0 -31.0 0.0 15.0 0.5166666666666667 0.5333333333333333 36.501936142663524 33.46623669331653 14.574029770451274 234.0 1.0 8.179487179487179 13.106803468920733 1918.0 87.0 87.0 60.0
cdde3 60.0 31.0 31.0 33.0 31.95 4.0 2.0 30.0 -31.0 0.0 15.0 1.0 1.0 33.12410081326737 33.11897055974868 0.582961190818051 234.0 1.0 8.179487179487179 13.106803468920733 1918.0 87.0 87.0 60.0
cdde4 60.0 31.0 31.0 33.0 31.95 4.0 2.0 30.0 -31.0 0.0 15.0 0.5166666666666667 0.5333333333333333 36.18381619850924 33.11897055974868 14.574029770451274 234.0 1.0 8.179487179487179 13.106803468920733 1918.0 87.0 87.0 60.0
cdde5 60.0 31.0 31.0 33.0 31.95 4.0 2.0 30.0 -31.0 0.0 15.0 1.0 1.0 31.94884383567774 31.943524831904877 0.582961190818051 234.0 1.0 8.179487179487179 13.106803468920733 1918.0 87.0 87.0 60.0
cdde6 60.0 31.0 31.0 33.0 31.95 4.0 2.0 30.0 -31.0 0.0 15.0 0.5166666666666667 0.5333333333333333 35.11112533708545 31.943524831904877 14.574029770451274 234.0 1.0 8.179487179487179 13.106803468920733 1918.0 87.0 87.0 60.0
circuit_1 60.0 19.0 19.0 32.0 2.5166666666666666 3.0 1.0 19.0 -18.0 0.0 13.0 0.8333333333333334 0.8333333333333334 3.162277770624842 3.1622777706218 4.386862655779949E-6 72.0 1.0 1.4166666666666667 4.0302674297812455 150.0 11.0 11.0 50.0
circuit_2 60.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 -59.0 0.0 1.0 1.0 1.0 7.745966692414834 7.745966692414834 0.0 60.0 1.0 0.0 0.0 60.0 0.0 0.0 60.0
circuit_3 60.0 4.0 4.0 6.0 3.9166666666666665 5.0 1.0 2.0 -5.0 0.0 17.0 0.5333333333333333 0.55 6.164359285378952 5.740529759147601 2.2462509841018456 183.0 0.8755980730056763 1.2870813397129186 1.086619620256085 236.0 77.0 77.0 55.0
circuit_4 60.0 2.0 15.0 16.0 3.2333333333333334 3.0 1.0 8.0 -15.0 0.0 4.0 1.0 0.9 7.8740205779346155 7.483328140723069 2.449489742783178 76.0 0.8636363744735718 1.5454545454545454 3.2922398113148765 140.0 20.0 8.0 60.0
ck104 60.0 55.0 55.0 60.0 24.933333333333334 10.0 4.0 49.0 -59.0 0.0 7.0 0.15 0.16666666666666666 10.058727561780344 9.842091966885855 2.0763491704143817 392.0 1.0 10.438775510204081 17.592360544311045 1336.0 166.0 166.0 60.0
ck400 60.0 5.0 5.0 10.0 9.466666666666667 6.0 4.0 3.0 -9.0 0.0 11.0 0.13333333333333333 0.11666666666666667 8.821594653445459 8.710483662645782 1.395710067484835 344.0 1.0 2.7790697674418605 1.7875614335886292 568.0 142.0 142.0 60.0
ck656 60.0 5.0 5.0 10.0 9.466666666666667 6.0 4.0 3.0 -9.0 0.0 11.0 0.13333333333333333 0.11666666666666667 8.82159465522396 8.71048366459661 1.3957100665509503 344.0 1.0 2.7790697674418605 1.7875614335886292 568.0 142.0 142.0 60.0
coater1 60.0 26.0 20.0 46.0 12.666666666666666 23.0 1.0 12.0 -25.0 0.0 13.0 0.5333333333333333 0.13333333333333333 49.964689724660936 43.28575297389296 24.956237872819592 76.0 0.28787878155708313 8.492424242424242 6.0113481220322615 799.0 79.0 153.0 32.0
coater2 60.0 26.0 20.0 45.0 15.866666666666667 25.0 0.0 9.0 -25.0 5.0 8.0 0.35 0.03333333333333333 29.50396434039716 27.848217461764285 9.744777883652036 182.0 0.40625 9.665178571428571 4.950598986512146 1080.0 190.0 242.0 16.0
conf5_0-4x4-10 60.0 59.0 59.0 48.0 30.6 18.0 6.0 19.0 -47.0 0.0 3.0 0.0 0.0 11.013457546194168 7.20048644974215 8.333621182229292 720.0 1.0 24.0 15.944696087832257 2844.0 360.0 360.0 0.0
crystk01 60.0 44.0 0.0 45.0 18.35 15.0 1.0 34.0 -43.0 0.0 4.0 0.75 0.65 2.3609980521187316E-10 2.2419325662140002E-10 7.403041068760546E-11 60.0 0.12987013161182404 16.361471861471863 18.083777750985654 1101.0 0.0 402.0 60.0
crystk02 60.0 59.0 0.0 60.0 7.55 9.0 1.0 52.0 -58.0 0.0 8.0 1.0 0.95 1.1743576662155324E-10 1.151006101683906E-10 2.3302549664276966E-11 60.0 0.20000000298023224 5.216666666666667 12.798296327593329 453.0 0.0 240.0 60.0
crystk03 60.0 5.0 0.0 6.0 4.85 6.0 1.0 1.0 -4.0 0.0 12.0 1.0 1.0 8.763522172544813E-11 8.638804982626986E-11 1.4732173433759565E-11 60.0 0.20618556439876556 2.0378006872852232 1.527057445341889 291.0 0.0 231.0 60.0
crystm01 60.0 42.0 0.0 43.0 17.35 5.0 1.0 36.0 -41.0 0.0 12.0 1.0 0.7 1.5379773927530018E-12 1.4999600682540635E-12 3.398444559833015E-13 60.0 0.3448275923728943 14.327586206896552 17.887953884488937 1041.0 0.0 114.0 60.0
crystm02 60.0 57.0 0.0 58.0 6.55 3.0 1.0 54.0 -56.0 0.0 27.0 1.0 0.95 3.211427644714916E-13 3.162843737945405E-13 5.564952889097351E-14 60.0 0.5 4.125 11.881051089865744 393.0 0.0 60.0 60.0
crystm03 60.0 3.0 0.0 4.0 3.85 2.0 1.0 3.0 -2.0 0.0 30.0 1.0 1.0 1.78354785183579E-13 1.757329556300073E-13 3.04689629528558E-14 60.0 0.5128205418586731 1.4615384615384615 1.4995068222783008 231.0 0.0 57.0 60.0
ct20stif 60.0 11.0 0.0 12.0 8.9 12.0 1.0 2.0 -10.0 0.0 6.0 0.9333333333333333 0.8333333333333334 2.972146187635719E8 2.9601141726854974E8 2.6716482804440107E7 60.0 0.11472275108098984 4.277246653919694 2.9813952215173556 534.0 0.0 463.0 60.0
curtis54 54.0 44.0 44.0 46.0 14.24074074074074 12.0 3.0 27.0 -45.0 0.0 8.0 0.0 0.0 17.05872210923198 16.896745248715803 2.3452078799117086 280.0 0.962199330329895 4.893470790378007 8.87711014447765 957.0 116.0 121.0 54.0
d_ss 53.0 45.0 13.0 50.0 15.452830188679245 6.0 2.0 41.0 -46.0 0.0 15.0 0.018867924528301886 0.018867924528301886 39358.873956990494 27830.6952918516 27831.158055933898 10.0 0.0694444477558136 8.444444444444445 8.64321970758468 813.0 98.0 42.0 4.0
dw1024 60.0 32.0 32.0 34.0 31.883333333333333 4.0 2.0 31.0 -32.0 0.0 15.0 0.5666666666666667 0.5666666666666667 4.599818359637362 4.599818359637356 0.0 232.0 1.0 8.224137931034482 13.417748286669541 1914.0 86.0 86.0 60.0
dw256A 60.0 16.0 16.0 33.0 24.95 5.0 3.0 15.0 -16.0 0.0 15.0 0.38333333333333336 0.38333333333333336 4.38144054179638 4.381440541796379 0.0 260.0 1.0 5.846153846153846 7.2731979406601965 1498.0 100.0 100.0 60.0
dw256B 60.0 16.0 16.0 33.0 24.95 5.0 3.0 15.0 -16.0 0.0 15.0 1.0 1.0 5.616610645005909 5.616610645005907 0.0 260.0 1.0 5.846153846153846 7.2731979406601965 1498.0 100.0 100.0 60.0
dw4096 60.0 1.0 1.0 3.0 2.966666666666667 3.0 2.0 1.0 -1.0 0.0 20.0 0.1 0.1 145.07656664977273 145.07656664977273 0.0 178.0 1.0 0.6629213483146067 0.47271199928005886 178.0 59.0 59.0 60.0
dwt_1005 60.0 8.0 0.0 9.0 8.033333333333333 5.0 1.0 6.0 -7.0 0.0 12.0 0.11666666666666667 0.1 15.968719422671311 12.549900398011133 9.874208829065749 60.0 0.23529411852359772 4.149019607843138 3.3103149870278217 482.0 0.0 195.0 60.0
dwt_1007 60.0 27.0 0.0 28.0 16.566666666666666 5.0 1.0 25.0 -26.0 0.0 13.0 0.43333333333333335 0.43333333333333335 14.38749456993816 11.554220008291344 8.573214099741124 60.0 0.28985506296157837 12.053140096618357 12.717748915699996 994.0 0.0 147.0 60.0
dwt_1242 60.0 35.0 0.0 36.0 16.466666666666665 6.0 1.0 10.0 -22.0 0.0 12.0 0.2 0.38333333333333336 15.066519173319364 11.979148550710939 9.137833441248533 60.0 0.26431718468666077 8.929515418502202 9.59370026565387 988.0 0.0 167.0 60.0
dwt_162 60.0 12.0 0.0 13.0 10.716666666666667 5.0 1.0 10.0 -11.0 0.0 12.0 0.18333333333333332 0.15 15.84297951775486 12.469963913339926 9.772410142846033 60.0 0.23904383182525635 6.135458167330677 5.2276442716313545 643.0 0.0 191.0 60.0
dwt_193 60.0 49.0 0.0 50.0 20.583333333333332 14.0 1.0 31.0 -47.0 0.0 5.0 0.15 0.25 19.390719429665317 14.764823060233402 12.569805089976535 60.0 0.1595744639635086 17.295212765957448 17.25884227452288 1235.0 0.0 316.0 60.0
dwt_198 60.0 34.0 0.0 35.0 16.7 5.0 1.0 32.0 -33.0 0.0 12.0 0.5833333333333334 0.5666666666666667 13.416407864998739 10.954451150103322 7.745966692414835 60.0 0.3333333432674408 13.3 15.912922770852344 1002.0 0.0 120.0 60.0
dwt_209 60.0 43.0 0.0 44.0 13.483333333333333 6.0 1.0 22.0 -42.0 0.0 10.0 0.35 0.35 14.933184523068078 11.895377253370318 9.027735042633894 60.0 0.2690582871437073 8.27354260089686 9.648140205400878 809.0 0.0 163.0 60.0
dwt_221 60.0 33.0 0.0 34.0 8.766666666666667 7.0 1.0 6.0 -13.0 0.0 14.0 0.31666666666666665 0.26666666666666666 14.38749456993816 11.554220008291344 8.573214099741124 60.0 0.28985506296157837 4.705314009661835 5.873474374669583 526.0 0.0 147.0 60.0
dwt_234 60.0 28.0 0.0 29.0 9.85 5.0 1.0 26.0 -27.0 0.0 21.0 0.8166666666666667 0.8 11.661903789690601 9.899494936611665 6.164414002968976 60.0 0.44117647409439087 4.477941176470588 7.153739161902661 591.0 0.0 76.0 60.0
dwt_245 60.0 27.0 0.0 28.0 10.683333333333334 10.0 1.0 19.0 -24.0 0.0 12.0 0.2 0.2 15.231546211727817 12.083045973594572 9.273618495495704 60.0 0.2586206793785095 5.737068965517241 8.107298012544586 641.0 0.0 172.0 60.0
dwt_2680 60.0 47.0 0.0 48.0 9.383333333333333 6.0 1.0 24.0 -46.0 0.0 16.0 0.45 0.4166666666666667 13.674794331177344 11.113055385446435 7.968688725254614 60.0 0.32085561752319336 5.529411764705882 8.71859167701125 563.0 0.0 127.0 60.0
dwt_307 60.0 28.0 0.0 29.0 14.216666666666667 5.0 1.0 10.0 -22.0 0.0 11.0 0.1 0.35 15.0996688705415 12.0 9.16515138991168 60.0 0.2631579041481018 6.881578947368421 7.278242820870758 853.0 0.0 168.0 60.0
dwt_310 60.0 10.0 0.0 11.0 9.2 5.0 1.0 7.0 -8.0 0.0 14.0 0.08333333333333333 0.15 15.652475842498529 12.349089035228468 9.617692030835673 60.0 0.2448979616165161 4.702040816326531 4.099402136395627 552.0 0.0 185.0 60.0
dwt_346 60.0 36.0 0.0 37.0 16.666666666666668 9.0 1.0 12.0 -20.0 0.0 7.0 0.11666666666666667 0.2 17.26267650163207 13.379088160259652 10.908712114635714 60.0 0.20134228467941284 8.818791946308725 9.431529081887277 1000.0 0.0 238.0 60.0
dwt_361 60.0 14.0 0.0 15.0 12.1 5.0 1.0 12.0 -13.0 0.0 12.0 0.21666666666666667 0.2 15.7797338380595 12.429802894656053 9.721111047611789 60.0 0.2409638613462448 7.21285140562249 6.276020173556133 726.0 0.0 189.0 60.0
dwt_419 60.0 25.0 0.0 26.0 7.633333333333334 6.0 1.0 23.0 -24.0 0.0 12.0 0.31666666666666665 0.4166666666666667 13.892443989449804 11.247221879201993 8.154753215150045 60.0 0.3108808398246765 3.9689119170984455 5.024197134584163 458.0 0.0 133.0 60.0
dwt_492 60.0 26.0 0.0 27.0 11.333333333333334 7.0 1.0 24.0 -25.0 0.0 14.0 0.43333333333333335 0.5 14.106735979665885 11.379806676741042 8.336666000266533 60.0 0.30150753259658813 7.7537688442211055 10.558031707402032 680.0 0.0 139.0 60.0
dwt_503 60.0 13.0 0.0 14.0 9.233333333333333 6.0 1.0 11.0 -12.0 0.0 13.0 0.23333333333333334 0.15 15.7797338380595 12.429802894656053 9.721111047611789 60.0 0.2409638613462448 5.27710843373494 4.766802670879257 554.0 0.0 189.0 60.0
dwt_512 60.0 30.0 0.0 31.0 13.95 8.0 1.0 23.0 -29.0 0.0 11.0 0.23333333333333334 0.11666666666666667 16.64331697709324 12.98075498574717 10.41633332799983 60.0 0.2166064977645874 7.805054151624549 9.721663056200567 837.0 0.0 217.0 60.0
dwt_59 59.0 25.0 0.0 26.0 7.864406779661017 5.0 1.0 18.0 -18.0 0.0 19.0 0.423728813559322 0.4067796610169492 12.767145334803704 10.535653752852738 7.211102550927977 59.0 0.3619631826877594 3.607361963190184 5.1247451923154745 464.0 0.0 104.0 59.0
dwt_592 60.0 38.0 0.0 39.0 16.15 5.0 1.0 36.0 -37.0 0.0 12.0 0.6166666666666667 0.6 13.638181696985855 11.090536506409416 7.937253933193771 60.0 0.32258063554763794 13.833333333333334 17.586626354230013 969.0 0.0 126.0 60.0
dwt_607 60.0 34.0 0.0 35.0 13.5 7.0 1.0 31.0 -33.0 0.0 14.0 0.5666666666666667 0.4166666666666667 13.92838827718412 11.269427669584644 8.18535277187245 60.0 0.30927833914756775 11.257731958762887 13.779394709758808 810.0 0.0 134.0 60.0
dwt_66 60.0 30.0 0.0 31.0 8.316666666666666 4.0 1.0 16.0 -17.0 0.0 20.0 0.5166666666666667 0.5166666666666667 12.922847983320086 10.653637876331258 7.314369419163897 60.0 0.359281450510025 4.580838323353293 6.368268399728957 499.0 0.0 107.0 60.0
dwt_72 60.0 12.0 0.0 13.0 3.2333333333333334 3.0 1.0 12.0 -11.0 0.0 29.0 0.9 0.9333333333333333 11.0 9.513148795220223 5.522680508593631 60.0 0.4958677589893341 1.1570247933884297 2.3636652601828385 194.0 0.0 61.0 60.0
dwt_758 60.0 46.0 0.0 47.0 4.733333333333333 5.0 1.0 44.0 -45.0 0.0 15.0 0.75 0.75 12.206555615733702 10.222524150130436 6.670832032063166 60.0 0.4026845693588257 3.040268456375839 9.385036780118273 284.0 0.0 89.0 60.0
dwt_869 60.0 10.0 0.0 11.0 8.316666666666666 5.0 1.0 8.0 -9.0 0.0 12.0 0.15 0.15 15.84297951775486 12.469963913339926 9.772410142846033 60.0 0.23904383182525635 4.426294820717131 3.7878956168191054 499.0 0.0 191.0 60.0
dwt_87 60.0 59.0 0.0 60.0 15.2 5.0 1.0 40.0 -58.0 0.0 12.0 0.4166666666666667 0.4166666666666667 13.601470508735444 11.067971810589329 7.905694150420949 60.0 0.3243243098258972 7.702702702702703 12.680405963457984 912.0 0.0 125.0 60.0
dwt_878 60.0 22.0 0.0 23.0 15.6 5.0 1.0 20.0 -21.0 0.0 12.0 0.35 0.3333333333333333 15.198684153570664 12.062338081814818 9.246621004453464 60.0 0.25974026322364807 10.606060606060606 10.273142286882996 936.0 0.0 171.0 60.0
dwt_918 60.0 31.0 0.0 32.0 12.733333333333333 7.0 1.0 29.0 -30.0 0.0 13.0 0.21666666666666667 0.16666666666666666 15.297058540778355 12.12435565298214 9.327379053088816 60.0 0.25641027092933655 8.393162393162394 10.56033318640168 764.0 0.0 174.0 60.0
dwt_992 60.0 17.0 0.0 18.0 13.666666666666666 5.0 1.0 15.0 -16.0 0.0 12.0 0.26666666666666666 0.25 15.588457268119896 12.30853362509117 9.565563234854496 60.0 0.2469135820865631 8.588477366255145 7.776414625684366 820.0 0.0 183.0 60.0
epb0 60.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 -59.0 0.0 1.0 1.0 1.0 0.3684973063140563 0.3684973063140563 0.0 60.0 1.0 0.0 0.0 60.0 0.0 0.0 60.0
epb1 60.0 2.0 2.0 5.0 3.933333333333333 5.0 2.0 1.0 -2.0 0.0 15.0 0.5 0.9666666666666667 1.0078173791969336 0.9929422678732047 0.17251528188016596 236.0 1.0 0.9915254237288136 0.7070559960547845 236.0 88.0 88.0 60.0
epb2 60.0 2.0 2.0 5.0 3.933333333333333 5.0 2.0 1.0 -2.0 0.0 15.0 0.5 1.0 7.650767888776166 7.464114355879159 1.6796565631959228 236.0 1.0 0.9915254237288136 0.7070559960547845 236.0 88.0 88.0 60.0
epb3 60.0 2.0 2.0 5.0 3.933333333333333 5.0 2.0 1.0 -2.0 0.0 15.0 0.5 1.0 2.0422583547860933 1.963868016551426 0.5603941481314434 236.0 1.0 0.9915254237288136 0.7070559960547845 236.0 88.0 88.0 60.0
eris1176 60.0 50.0 0.0 51.0 22.483333333333334 51.0 1.0 6.0 -49.0 0.0 2.0 0.18333333333333332 0.13333333333333333 36.66060555964672 26.49528259898354 25.337718918639855 60.0 0.0446428582072258 16.458333333333332 12.185864257343962 1349.0 0.0 1284.0 60.0
ex1 60.0 44.0 44.0 55.0 39.06666666666667 32.0 6.0 16.0 -37.0 0.0 5.0 0.55 0.55 0.3347643968195445 0.33476439681954473 0.0 880.0 1.0 14.965909090909092 12.896836172661226 2082.0 415.0 415.0 50.0
ex10 60.0 59.0 0.0 60.0 11.766666666666667 12.0 1.0 50.0 -58.0 0.0 8.0 0.7833333333333333 0.7833333333333333 5.386333955500259E7 5.076043769165313E7 1.8017694452101987E7 60.0 0.25 9.120833333333334 16.84333397239262 706.0 0.0 180.0 60.0
ex10hs 60.0 58.0 0.0 59.0 9.266666666666667 14.0 1.0 50.0 -57.0 0.0 8.0 0.7833333333333333 0.8 5.420679251699183E7 5.110897823900823E7 1.8062355835958518E7 60.0 0.25 8.1125 15.850073935158786 556.0 0.0 180.0 60.0
ex11 60.0 30.0 30.0 53.0 37.8 24.0 6.0 14.0 -24.0 0.0 5.0 0.0 0.0 4.759471034617812E8 4.759471034617808E8 0.0 936.0 1.0 13.905982905982906 10.71561916640218 2330.0 438.0 438.0 60.0
ex12 60.0 26.0 0.0 24.0 8.5 10.0 1.0 20.0 -25.0 0.0 6.0 0.6333333333333333 0.7 349.5576909249937 332.4454775338855 108.03047603375774 39.0 0.1117478534579277 8.475644699140402 7.897814971109881 801.0 0.0 310.0 39.0
ex13 60.0 13.0 0.0 14.0 7.833333333333333 14.0 1.0 3.0 -12.0 0.0 7.0 0.3 0.26666666666666666 3.599733888856538E9 3.3585723184995584E9 1.2954057480151584E9 60.0 0.12765957415103912 4.302127659574468 3.3874291614923244 470.0 0.0 410.0 60.0
ex14 60.0 26.0 0.0 24.0 8.283333333333333 9.0 1.0 20.0 -25.0 0.0 8.0 0.65 0.8166666666666667 2.0356409843190826E7 2.0240058211806342E7 2173353.465648643 39.0 0.12745098769664764 9.022875816993464 8.074983532487117 785.0 0.0 267.0 39.0
ex15 60.0 4.0 0.0 5.0 4.1 4.0 1.0 3.0 -3.0 0.0 21.0 1.0 1.0 8.684837579784445E8 8.311201619999241E8 2.5199863926136845E8 60.0 0.3680981695652008 1.687116564417178 1.4841554678235043 246.0 0.0 103.0 60.0
ex18 60.0 33.0 33.0 38.0 7.133333333333334 6.0 1.0 2.0 -5.0 0.0 11.0 0.9833333333333333 0.95 5.587135799967398E7 5.587135799967395E7 1.802810462212975 214.0 0.9861751198768616 2.0414746543778803 4.423766316666466 429.0 79.0 78.0 60.0
ex19 60.0 34.0 34.0 39.0 10.666666666666666 10.0 1.0 1.0 -9.0 0.0 8.0 0.7833333333333333 0.7666666666666667 3846889.4856076506 3846889.4856075207 1.0009760861279353 306.0 0.9935064911842346 3.3766233766233764 6.503323747688235 580.0 123.0 125.0 60.0
ex2 60.0 30.0 0.0 31.0 15.2 31.0 1.0 5.0 -20.0 0.0 3.0 0.13333333333333333 0.08333333333333333 4.364388688867074E7 4.014134550992852E7 1.7130710534114685E7 60.0 0.06578947603702545 9.452850877192983 7.265332591283957 912.0 0.0 852.0 60.0
ex20 60.0 35.0 27.0 36.0 20.866666666666667 17.0 2.0 24.0 -28.0 0.0 7.0 0.5833333333333334 0.5833333333333334 0.4049474052017942 0.2875309578861894 0.2851461892375825 520.0 0.9848484992980957 10.878787878787879 9.994339536617021 1664.0 244.0 248.0 36.0
ex21 60.0 59.0 59.0 60.0 32.65 20.0 4.0 29.0 -59.0 0.0 4.0 0.5666666666666667 0.5666666666666667 1.2534495597313269 1.2534495597307305 1.2230548123804425E-6 628.0 1.0 16.401273885350317 16.500669692107767 2026.0 296.0 296.0 36.0
ex22 60.0 43.0 43.0 56.0 37.81666666666667 44.0 6.0 11.0 -29.0 0.0 3.0 0.11666666666666667 0.1 5.872219750599015 5.868951074088816 0.19590326510010367 1152.0 0.9991326928138733 15.607111882046834 11.473451450612577 2572.0 555.0 556.0 42.0
ex23 60.0 59.0 59.0 60.0 32.61666666666667 20.0 3.0 29.0 -59.0 0.0 4.0 0.23333333333333334 0.23333333333333334 678072.89615504 678072.8961550074 0.21202735995777108 618.0 0.9983844757080078 16.32956381260097 16.516050302064915 2026.0 291.0 292.0 36.0
